1.100000 0.009661 1.472258e-02 5.000000e-05
1.119322 0.009661 1.485198e-02 5.000000e-05
1.138983 0.009831 1.491590e-02 5.000000e-05
1.158989 0.010003 1.480605e-02 5.000000e-05
1.179347 0.010179 1.484545e-02 5.000000e-05
1.200063 0.010358 1.477396e-02 5.000000e-05
1.221142 0.010540 1.471073e-02 5.000000e-05
1.242592 0.010725 1.469839e-02 5.000000e-05
1.264418 0.010913 1.466885e-02 5.000000e-05
1.286628 0.011105 1.470429e-02 5.000000e-05
1.309228 0.011300 1.471221e-02 5.000000e-05
1.332225 0.011498 1.498098e-02 5.000000e-05
1.355625 0.011700 1.514663e-02 5.000000e-05
1.379437 0.011906 1.527155e-02 5.000000e-05
1.403667 0.012115 1.522171e-02 5.000000e-05
1.428323 0.012328 1.538308e-02 5.000000e-05
1.453412 0.012544 1.522939e-02 5.000000e-05
1.478941 0.012765 1.513625e-02 5.000000e-05
1.504919 0.012989 1.509367e-02 5.000000e-05
1.531353 0.013217 1.508978e-02 5.000000e-05
1.558252 0.013449 1.496534e-02 5.000000e-05
1.585623 0.013686 1.483830e-02 5.000000e-05
1.613475 0.013926 1.472309e-02 5.000000e-05
1.641816 0.014171 1.477121e-02 5.000000e-05
1.670655 0.014419 1.466742e-02 5.000000e-05
1.700000 0.014673 1.478076e-02 5.000000e-05
