0.580000 0.007554 1.481918e-02 1.000000e-04 
0.595107 0.007554 1.476816e-02 1.000000e-04 
0.610608 0.007750 1.464341e-02 1.000000e-04 
0.626512 0.007952 1.443720e-02 1.000000e-04 
0.642831 0.008159 1.453117e-02 1.000000e-04 
0.659575 0.008372 1.458868e-02 1.000000e-04 
0.676754 0.008590 1.449377e-02 1.000000e-04 
0.694382 0.008814 1.446790e-02 1.000000e-04 
0.712468 0.009043 1.450955e-02 1.000000e-04 
0.731026 0.009279 1.441968e-02 1.000000e-04 
0.750067 0.009520 1.457883e-02 1.000000e-04 
0.769604 0.009768 1.477039e-02 1.000000e-04 
0.789649 0.010023 1.436347e-02 1.000000e-04 
0.810217 0.010284 1.450606e-02 1.000000e-04 
0.831321 0.010552 1.455362e-02 1.000000e-04 
0.852974 0.010827 1.442765e-02 1.000000e-04 
0.875191 0.011109 1.460099e-02 1.000000e-04 
0.897987 0.011398 1.470800e-02 1.000000e-04 
0.921377 0.011695 1.438169e-02 1.000000e-04 
0.945376 0.011999 1.457236e-02 1.000000e-04 
0.970000 0.012312 1.440369e-02 1.000000e-04 
