1.100000 0.009661 1.458265e-02 5.000000e-05 
1.119322 0.009661 1.449377e-02 5.000000e-05 
1.138983 0.009831 1.454461e-02 5.000000e-05 
1.158989 0.010003 1.459176e-02 5.000000e-05 
1.179347 0.010179 1.447632e-02 5.000000e-05 
1.200063 0.010358 1.452530e-02 5.000000e-05 
1.221142 0.010540 1.449447e-02 5.000000e-05 
1.242592 0.010725 1.452819e-02 5.000000e-05 
1.264418 0.010913 1.456449e-02 5.000000e-05 
1.286628 0.011105 1.454937e-02 5.000000e-05 
1.309228 0.011300 1.451513e-02 5.000000e-05 
1.332225 0.011498 1.463513e-02 5.000000e-05 
1.355625 0.011700 1.477752e-02 5.000000e-05 
1.379437 0.011906 1.476195e-02 5.000000e-05 
1.403667 0.012115 1.479964e-02 5.000000e-05 
1.428323 0.012328 1.481952e-02 5.000000e-05 
1.453412 0.012544 1.470069e-02 5.000000e-05 
1.478941 0.012765 1.472386e-02 5.000000e-05 
1.504919 0.012989 1.475740e-02 5.000000e-05 
1.531353 0.013217 1.467546e-02 5.000000e-05 
1.558252 0.013449 1.461802e-02 5.000000e-05 
1.585623 0.013686 1.455674e-02 5.000000e-05 
1.613475 0.013926 1.449253e-02 5.000000e-05 
1.641816 0.014171 1.449870e-02 5.000000e-05 
1.670655 0.014419 1.452766e-02 5.000000e-05 
1.700000 0.014673 1.451149e-02 5.000000e-05 
