0.580000 0.007554 1.454554e-02 1.000000e-04 
0.595107 0.007554 1.477687e-02 1.000000e-04 
0.610608 0.007750 1.438993e-02 1.000000e-04 
0.626512 0.007952 1.449018e-02 1.000000e-04 
0.642831 0.008159 1.441266e-02 1.000000e-04 
0.659575 0.008372 1.449417e-02 1.000000e-04 
0.676754 0.008590 1.437779e-02 1.000000e-04 
0.694382 0.008814 1.445934e-02 1.000000e-04 
0.712468 0.009043 1.453402e-02 1.000000e-04 
0.731026 0.009279 1.430872e-02 1.000000e-04 
0.750067 0.009520 1.452134e-02 1.000000e-04 
0.769604 0.009768 1.485599e-02 1.000000e-04 
0.789649 0.010023 1.459796e-02 1.000000e-04 
0.810217 0.010284 1.439315e-02 1.000000e-04 
0.831321 0.010552 1.435976e-02 1.000000e-04 
0.852974 0.010827 1.425872e-02 1.000000e-04 
0.875191 0.011109 1.433147e-02 1.000000e-04 
0.897987 0.011398 1.439165e-02 1.000000e-04 
0.921377 0.011695 1.426986e-02 1.000000e-04 
0.945376 0.011999 1.443334e-02 1.000000e-04 
0.970000 0.012312 1.421126e-02 1.000000e-04 
